date,year,gamepk,type,game_type,temp,condition,wind,venue,home_team,away_team,batter,batter_name,stand,pitcher,pitcher_name,throws,events,description,inning,topbot,abnum,pitchnum,pitch_balls,pitch_strikes,pitch_outs,pitch_call,pitch_type,pitch_startSpeed,pitch_endSpeed,pitch_sz_top,pitch_sz_bot,pitch_x0,pitch_y0,pitch_z0,pitch_extension,pitch_vx0,pitch_vy0,pitch_vz0,pitch_ax,pitch_ay,pitch_az,pitch_pfx_x,pitch_pfx_z,pitch_px,pitch_pz,pitch_x,pitch_y,pitch_breakAngle,pitch_breakLength,pitch_break_y,pitch_spinrate,pitch_breakDirection,pitch_zone,pitch_plateTime,bip_EV,bip_VA,bip_distance,bip_type,bip_hardness,bip_location,bip_hc_x,bip_hc_y,MLB_playID,id
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,544725,Leury Garcia,L,663903,Brady Singer,R,Double Play,double_play,2,top,11,3,1,1,1,Foul,SI,96,88.4,3.26,1.48,-0.92,50,5.34,6.71,6.71,-139.6,-7.78,-11.9,28.98,-10.93,-5.98,10.67,0.73,1.81,89.12,189.93,39.6,3.6,24,2317,203,14,0.39,,,,,,,,,409c595a-c706-4b1b-8a4b-b18b90c504ea,632614-544725-663903-2-11-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,544725,Leury Garcia,L,663903,Brady Singer,R,Double Play,double_play,2,top,11,4,1,2,1,"In play, out(s)",SL,87.2,81.6,3.26,1.48,-1.14,50,5.37,6.57,2.19,-127.16,-3.96,2.11,21.66,-30.27,1.26,1.14,-0.11,1.44,121.31,200.01,4.8,7.2,24,2327,98,13,0.43,84.8,9,135,line_drive,medium,5,98.03,155.32,7c5332e4-286f-499c-9aac-4c0af7574f1c,632614-544725-663903-2-11-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,572191,Michael A. Taylor,R,656302,Dylan Cease,R,Strikeout,strikeout,2,bottom,12,1,0,0,0,Swinging Strike,SL,85.2,79.9,3.55,1.63,-1.2,50,6.15,5.89,2.21,-124.13,-5.9,5.83,20.68,-30.05,3.67,1.33,0.17,1.29,110.49,203.91,10.8,8.4,24,2820,64,14,0.44,,,,,,,,,f4ce5fb0-cb96-48e0-8c0a-315fa2b10323,632614-572191-656302-2-12-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,572191,Michael A. Taylor,R,656302,Dylan Cease,R,Strikeout,strikeout,2,bottom,12,2,0,1,0,Called Strike,KC,81.2,74.9,3.17,1.43,-1.15,50,6.38,5.82,3.36,-118.23,0.54,1.81,23.85,-47.22,1.28,-10.7,0.46,2.26,99.45,177.82,2.4,13.2,24,2761,18,6,0.46,,,,,,,,,09b02fd8-21ff-4416-8898-6d77b89af5b9,632614-572191-656302-2-12-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,572191,Michael A. Taylor,R,656302,Dylan Cease,R,Strikeout,strikeout,2,bottom,12,3,0,2,0,Ball,KC,82.5,76.2,3.14,1.41,-1.14,50,6.3,5.83,2.51,-120.06,-3.16,5.22,25.31,-45.74,3.61,-9.39,0.39,0.86,102.3,215.64,7.2,13.2,24,2865,11,14,0.46,,,,,,,,,32f53f71-1de1-47b9-b53e-468a4299b4c0,632614-572191-656302-2-12-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,572191,Michael A. Taylor,R,656302,Dylan Cease,R,Strikeout,strikeout,2,bottom,12,4,1,2,0,Swinging Strike,SL,88,82.5,3.55,1.63,-1.64,50,5.97,5.9,5.04,-128.23,-4.99,5.52,22.49,-34.04,3.26,-1.1,0.76,1.4,88.02,201.09,9.6,8.4,24,2938,240,14,0.42,,,,,,,,,61abf8af-e9d6-4e95-a70c-3a15a15f8038,632614-572191-656302-2-12-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,1,0,0,0,Swinging Strike,SL,88.2,82.3,3.47,1.59,-1.34,50,6,6.01,4.73,-128.35,-5.87,5.41,23.97,-35.4,3.21,-1.91,0.94,0.96,81.24,212.84,9.6,8.4,24,2977,98,14,0.43,,,,,,,,,c1a81e53-ba88-49e3-ad57-db8dc4c76169,632614-658668-656302-2-13-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,2,0,1,1,Foul,FF,98.9,91,3.47,1.59,-1.3,50,6.18,5.91,3.32,-143.8,-9.02,-3.17,30.98,-8.19,-1.5,11.37,-0.33,2.5,129.63,171.23,13.2,2.4,24,2629,188,4,0.38,,,,,,,,,6df53cbc-3ae5-4a7d-824b-f30f6e2fff2a,632614-658668-656302-2-13-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,3,0,2,1,Foul,SL,88.5,82.5,3.47,1.59,-1.44,50,6.14,5.84,4.93,-128.94,-4.15,1.9,23.38,-29.95,1.11,1.3,0.63,2.24,93.07,178.36,4.8,7.2,24,3219,88,6,0.42,,,,,,,,,d8f9abad-adaf-4235-8d33-45b6026807ae,632614-658668-656302-2-13-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,4,0,2,1,Ball,KC,84.4,77.8,3.44,1.59,-1.12,50,6.12,6.03,4.77,-122.72,-4.88,0.34,27.36,-47.38,0.22,-10.11,0.89,0.02,83.11,238.35,1.2,13.2,24,2962,94,14,0.45,,,,,,,,,d4109369-6fb0-4500-afe5-7b54d782df1d,632614-658668-656302-2-13-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,5,1,2,1,Ball,KC,82.9,76.6,3.37,1.58,-1.2,50,6.23,5.86,2.41,-120.6,-4.22,3.97,26.01,-47.19,2.73,-10.32,0.17,0.24,110.55,232.22,4.8,13.2,24,2969,23,14,0.46,,,,,,,,,9945ee35-c631-4abd-b01f-7b9a87823939,632614-658668-656302-2-13-5
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,6,2,2,1,Ball,FF,99.8,91.9,3.42,1.58,-1.18,50.01,5.92,6.01,5.86,-144.88,-11.71,-6.01,31.48,-9.08,-2.8,10.78,0.5,1.28,97.81,204.13,22.8,2.4,24,2657,192,14,0.38,,,,,,,,,f471b172-9e73-4950-aff1-15048f5b3eb6,632614-658668-656302-2-13-6
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,658668,Edward Olivares,R,656302,Dylan Cease,R,Groundout,field_out,2,bottom,13,7,3,2,1,"In play, out(s)",SL,88.2,82,3.47,1.59,-1.49,50,6.06,5.97,4.48,-128.44,-5.59,4.15,24.24,-29.58,2.46,1.54,0.59,1.58,94.47,196.13,9.6,7.2,24,3021,83,14,0.42,76.3,-30,4,ground_ball,medium,6,117.54,149.57,3825da28-7c8f-4df8-a463-b888076b3273,632614-658668-656302-2-13-7
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,641531,Hunter Dozier,R,656302,Dylan Cease,R,Lineout,field_out,2,bottom,14,1,0,0,0,Called Strike,SL,87.6,81.7,3.3,1.58,-1.43,50,6.18,5.92,2.08,-127.68,-3.13,5.07,23.06,-33.94,3.03,-1.06,-0.21,2.3,125.13,176.56,8.4,8.4,24,2892,61,5,0.43,,,,,,,,,2852f678-9acb-4b6b-ac3a-af9089783d54,632614-641531-656302-2-14-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,641531,Hunter Dozier,R,656302,Dylan Cease,R,Lineout,field_out,2,bottom,14,2,0,1,2,Swinging Strike,SL,87.6,81,3.55,1.63,-1.47,50,6.09,5.92,4.7,-127.52,-2.03,5.26,25.16,-35.02,3.18,-1.72,0.8,2.53,86.38,170.46,9.6,8.4,24,3008,95,14,0.43,,,,,,,,,5ed6246f-7c84-42a4-8a2c-ed9d15fd5146,632614-641531-656302-2-14-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,641531,Hunter Dozier,R,656302,Dylan Cease,R,Lineout,field_out,2,bottom,14,3,0,2,2,"In play, out(s)",SL,88.4,81.7,3.55,1.63,-1.43,50,6.07,5.78,3.93,-128.71,-3.43,5.8,25.93,-32.77,3.45,-0.36,0.56,2.19,95.67,179.57,10.8,8.4,24,2967,86,9,0.43,86.6,21,278,line_drive,medium,7,64.6,106.05,7058af8b-6da9-488d-bcb2-572c67012453,632614-641531-656302-2-14-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,657757,Gavin Sheets,L,663903,Brady Singer,R,Groundout,field_out,3,top,15,1,0,0,0,Ball,SI,93.4,86.2,3.3,1.68,-0.76,50.01,5.44,6.57,5.09,-135.8,-7.92,-15.32,27.48,-16.3,-8.13,8.43,0.08,1.37,114.14,201.83,38.4,4.8,24,2229,211,14,0.4,,,,,,,,,19ed976f-007f-483b-a64d-e77746f9a7c0,632614-657757-663903-3-15-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,657757,Gavin Sheets,L,663903,Brady Singer,R,Groundout,field_out,3,top,15,2,1,0,0,Ball,CH,89,82.8,3.32,1.68,-0.8,50,5.31,6.59,7.73,-129.32,-9.04,-12.51,23.12,-19.8,-7.27,7.2,1.26,0.29,68.97,231,27.6,6,24,1773,234,14,0.42,,,,,,,,,55381be8-49e5-4f98-bd89-8b0f0837ccfd,632614-657757-663903-3-15-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,657757,Gavin Sheets,L,663903,Brady Singer,R,Groundout,field_out,3,top,15,3,2,0,0,Swinging Strike,SL,86,80,3.58,1.68,-1.06,50,5.53,6.42,3.98,-125.35,-1.37,2.15,22.52,-32.34,1.34,-0.1,0.71,2.37,89.95,174.88,4.8,8.4,24,2282,98,14,0.43,,,,,,,,,b53d539f-1af4-4ccb-98f5-9504659f1a06,632614-657757-663903-3-15-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,657757,Gavin Sheets,L,663903,Brady Singer,R,Groundout,field_out,3,top,15,4,2,1,0,"In play, out(s)",SL,85.8,79.7,3.58,1.68,-1.17,50,5.54,6.44,2.53,-125.01,-1.65,1.91,22.45,-32.54,1.19,-0.23,0.01,2.22,116.78,178.76,3.6,8.4,24,2290,101,8,0.44,100.3,-23,6,ground_ball,hard,4,149.42,143.7,fd8de1e2-3e3a-4306-ae78-a82d62b60bea,632614-657757-663903-3-15-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664901,Danny Mendick,R,663903,Brady Singer,R,Groundout,field_out,3,top,16,1,0,0,0,Ball,SL,84.8,79,3.12,1.5,-1.11,50,5.65,6.45,2.24,-123.62,2.08,2.94,20.85,-34.87,1.87,-1.72,0.04,3.61,115.47,141.27,6,8.4,24,2420,84,12,0.44,,,,,,,,,c292bf46-3039-4b67-9ee5-0f151c07f4b3,632614-664901-663903-3-16-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664901,Danny Mendick,R,663903,Brady Singer,R,Groundout,field_out,3,top,16,2,1,0,1,Ball,SI,94.3,87.4,3.14,1.53,-0.85,50,5.34,6.68,5.6,-137.19,-7.05,-12.47,26.58,-18.3,-6.46,7.18,0.37,1.52,103.08,197.83,30,4.8,24,2334,203,14,0.4,,,,,,,,,6e36e7e9-0c16-4e68-836a-8f8d8b86792c,632614-664901-663903-3-16-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664901,Danny Mendick,R,663903,Brady Singer,R,Groundout,field_out,3,top,16,3,2,0,1,"In play, out(s)",SI,94.6,87.4,3.3,1.5,-0.92,50,5.4,6.65,3.35,-137.84,-4.35,-15.4,27.85,-20.71,-7.93,5.9,-0.72,2.43,144.63,173.27,34.8,6,24,2306,206,11,0.4,55.8,4,45,ground_ball,medium,5,104.5,160.84,74a0395d-d109-4fea-8563-c40dae873ad3,632614-664901-663903-3-16-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664874,Seby Zavala,R,663903,Brady Singer,R,Strikeout,strikeout,3,top,17,1,0,0,0,Ball,SI,94.3,87.2,3.13,1.51,-0.66,50.01,5.32,6.78,6.45,-137.19,-7.74,-13.85,27.54,-19.25,-7.19,6.72,0.78,1.18,87.37,207.01,31.2,4.8,24,2275,209,14,0.4,,,,,,,,,879dc936-8d5c-490a-8162-914f7ac46e6e,632614-664874-663903-3-17-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664874,Seby Zavala,R,663903,Brady Singer,R,Strikeout,strikeout,3,top,17,2,1,0,2,Swinging Strike,SL,85.4,79.7,3.32,1.51,-1,50,5.48,6.44,2.42,-124.46,-2.09,2.86,21.9,-35.98,1.8,-2.4,0.22,1.69,108.71,193.2,4.8,9.6,24,2365,92,8,0.44,,,,,,,,,c314fce9-2c6a-4822-9959-e8175b6eba38,632614-664874-663903-3-17-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664874,Seby Zavala,R,663903,Brady Singer,R,Strikeout,strikeout,3,top,17,3,1,1,2,Ball,SL,86.1,80.3,3.12,1.51,-0.89,50,5.47,6.43,4.65,-125.52,-1.84,4.32,22.45,-34.19,2.68,-1.24,1.33,1.97,66.37,185.5,8.4,8.4,24,2373,83,14,0.43,,,,,,,,,49904281-1676-4138-8a59-bf697970c855,632614-664874-663903-3-17-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664874,Seby Zavala,R,663903,Brady Singer,R,Strikeout,strikeout,3,top,17,4,2,1,2,Swinging Strike,SI,94.4,86.6,3.32,1.51,-0.88,50.01,5.45,6.56,5.36,-137.39,-3.11,-15.23,29.49,-20.9,-7.94,5.88,0.06,2.89,114.81,160.62,33.6,6,24,2344,207,2,0.4,,,,,,,,,64357d21-b505-4e5b-8ace-11907a960642,632614-664874-663903-3-17-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,664874,Seby Zavala,R,663903,Brady Singer,R,Strikeout,strikeout,3,top,17,5,2,2,2,Swinging Strike,SL,86.2,80.5,3.32,1.51,-1,50,5.4,6.44,2.5,-125.67,-3.16,0.8,21.79,-33.25,0.49,-0.66,0.06,1.47,114.76,199.14,2.4,8.4,24,2401,106,14,0.43,,,,,,,,,8452b43e-9c57-4fb8-94d0-8e450bef1cf3,632614-664874-663903-3-17-5
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,593160,Whit Merrifield,R,656302,Dylan Cease,R,Single,single,3,bottom,18,1,0,0,0,Ball,SL,86.3,80.3,3.3,1.6,-1.15,50,6.09,6.03,5.41,-125.6,-6.1,5.43,23.82,-32.36,3.37,-0.12,1.46,1.02,61.29,211.18,10.8,8.4,24,2987,97,14,0.43,,,,,,,,,8bf0b0aa-e54e-48d0-bc1a-8e6c6d7fe54f,632614-593160-656302-3-18-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,593160,Whit Merrifield,R,656302,Dylan Cease,R,Single,single,3,bottom,18,2,1,0,0,Foul,FF,98.1,89.3,3.41,1.56,-1.04,50.01,6.25,5.92,6.32,-142.62,-6.38,-9.81,33.74,-9.83,-4.78,10.88,0.59,3.36,94.49,147.96,36,2.4,24,2656,196,3,0.38,,,,,,,,,69ba3519-f661-4f28-801b-4b61b3f42f8d,632614-593160-656302-3-18-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,593160,Whit Merrifield,R,656302,Dylan Cease,R,Single,single,3,bottom,18,3,1,1,0,"In play, no out",KC,80.9,74.5,3.41,1.56,-1.21,50,6.38,5.95,2.89,-117.77,0.87,2.07,23.74,-45.48,1.48,-9.54,0.23,2.52,108.14,170.7,3.6,13.2,24,2647,28,5,0.47,96,13,195,line_drive,medium,9,165.88,97.36,95887df4-c7f3-42f8-9347-421f62b23c6f,632614-593160-656302-3-18-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,670032,Nicky Lopez,L,656302,Dylan Cease,R,Forceout,force_out,3,bottom,19,1,0,0,0,Ball,SL,86.1,80.5,3.32,1.5,-1.69,50.01,6.05,6.11,7.46,-125.32,-5.3,4.05,22.19,-30.07,2.51,1.31,1.64,1.5,54.41,198.41,9.6,8.4,24,2751,84,14,0.43,,,,,,,,,a95ddddf-ebd8-451c-beee-5a397bb22820,632614-670032-656302-3-19-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,670032,Nicky Lopez,L,656302,Dylan Cease,R,Forceout,force_out,3,bottom,19,2,1,0,0,Foul Tip,SL,85.8,79.3,3.32,1.51,-1.85,50.01,6.26,5.93,3.84,-125.06,-1.35,2.66,23.92,-30.73,1.67,0.91,-0.08,3.2,120.03,152.32,6,8.4,24,2714,91,2,0.44,,,,,,,,,3fba4b3b-a7ad-4a95-8ab2-b6537c54edf5,632614-670032-656302-3-19-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,670032,Nicky Lopez,L,656302,Dylan Cease,R,Forceout,force_out,3,bottom,19,3,1,1,0,"In play, out(s)",SL,87,80.8,3.32,1.51,-1.7,50.01,6.12,5.98,6.97,-126.66,-2.35,3.52,23.59,-31.39,2.14,0.48,1.36,2.7,65.17,165.98,8.4,8.4,24,3010,79,12,0.43,35.6,42,81,bunt_grounder,medium,1,127.92,168.18,95fe778b-0f58-4e22-a92a-e373259f9976,632614-670032-656302-3-19-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,521692,Salvador Perez,R,656302,Dylan Cease,R,Field Error,field_error,3,bottom,20,1,0,0,0,Ball,FF,99.2,90.9,3.48,1.59,-1.25,50,6.06,6.17,8.36,-143.89,-11.09,-9.7,32.83,-11.68,-4.62,9.76,1.09,1.43,75.29,200.13,28.8,3.6,24,2548,195,14,0.38,,,,,,,,,48247e6d-60df-4562-963f-91f977fbf829,632614-521692-656302-3-20-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,521692,Salvador Perez,R,656302,Dylan Cease,R,Field Error,field_error,3,bottom,20,2,1,0,1,Called Strike,KC,81.6,75,3.48,1.61,-1.55,50,6.25,5.95,3.01,-118.77,0.1,2.53,24.76,-46.24,1.79,-9.94,-0.03,2.05,117.99,183.33,3.6,13.2,24,2880,26,8,0.46,,,,,,,,,3f3f46e8-4d2f-4940-8140-c33a6188e47f,632614-521692-656302-3-20-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,521692,Salvador Perez,R,656302,Dylan Cease,R,Field Error,field_error,3,bottom,20,3,1,1,1,Swinging Strike (Blocked),KC,83.7,77,3.49,1.6,-1.32,50.01,6.17,6.21,5.07,-121.69,-4.12,0.09,27.32,-46.85,0.06,-9.93,0.82,0.34,85.9,229.7,1.2,13.2,24,2922,20,14,0.45,,,,,,,,,6a879de7-1030-43ac-9740-2df580e67ec5,632614-521692-656302-3-20-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,521692,Salvador Perez,R,656302,Dylan Cease,R,Field Error,field_error,3,bottom,20,4,1,2,1,Ball In Dirt,KC,84.3,78.1,3.5,1.61,-1.37,50,6.21,6.06,5.33,-122.58,-3.95,2.19,25.45,-45.71,1.45,-8.94,1.02,0.65,78.11,221.12,3.6,12,24,3034,14,14,0.45,,,,,,,,,8beca7ed-3272-4269-8789-d0e7b19db4ee,632614-521692-656302-3-20-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,521692,Salvador Perez,R,656302,Dylan Cease,R,Field Error,field_error,3,bottom,20,5,2,2,1,Ball,SL,88.2,81.7,3.47,1.6,-1.86,50.01,6.17,5.8,6.52,-128.41,1.02,4.55,23.87,-31.22,2.7,0.57,1.06,4.17,76.73,126.29,10.8,7.2,24,2863,72,12,0.42,,,,,,,,,859443b8-0f88-4979-bd63-79d2282ab3c3,632614-521692-656302-3-20-5
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,521692,Salvador Perez,R,656302,Dylan Cease,R,Field Error,field_error,3,bottom,20,6,3,2,1,"In play, run(s)",SL,89.3,83,3.49,1.6,-1.8,50.01,5.95,5.98,6.83,-130.04,-4.13,3.34,25.13,-33.48,1.94,-0.75,1.11,1.82,74.82,189.55,7.2,8.4,24,2985,74,14,0.42,34.6,42,74,ground_ball,medium,5,108.13,170.21,fc25b73d-17da-47a7-9df8-811142c3e6a4,632614-521692-656302-3-20-6
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,1,0,0,0,Ball,FF,98.6,89.9,3.28,1.49,-1.43,50,6.31,6.09,5.65,-143.46,-5.19,-5.21,33.58,-8.97,-2.5,11.14,0.24,3.92,107.84,133,20.4,2.4,24,2630,196,12,0.38,,,,,,,,,479cced0-fc5f-45e0-8cfe-0f9054bb1d1e,632614-643217-656302-3-21-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,2,1,0,1,Called Strike,KC,80,73.5,3.29,1.49,-1.53,50,6.39,6.2,1.79,-116.47,1.03,3.07,23.41,-44.48,2.25,-9.03,-0.46,2.61,134.35,168.39,4.8,13.2,24,2774,24,4,0.47,,,,,,,,,589a0386-afa6-46c0-b4d9-c1200fe0cf49,632614-643217-656302-3-21-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,3,1,1,1,Foul,KC,80.6,73.5,3.29,1.49,-1.7,50,6.48,5.94,2.35,-117.27,2.32,2.83,25.33,-47.26,2.06,-11,-0.42,3.02,132.85,157.12,3.6,14.4,24,2785,16,1,0.47,,,,,,,,,cfc5eade-10ec-461f-a4fa-b2308ffa21ea,632614-643217-656302-3-21-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,4,1,2,1,Ball In Dirt,SL,88.7,82.7,3.28,1.49,-1.9,50,5.77,6.16,10.16,-128.78,-7.46,2.43,24.6,-30.89,1.43,0.75,2.27,0.48,30.5,225.83,7.2,7.2,24,2973,105,14,0.42,,,,,,,,,2c0d4f3b-e63e-4df5-a887-ab848d93e79b,632614-643217-656302-3-21-4
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,5,2,2,1,Foul,FF,98.8,90.8,3.29,1.49,-1.37,50.01,6.15,6.08,7.79,-143.39,-10.25,-10.72,31.07,-9.5,-5.11,10.82,0.71,1.95,89.87,186.08,38.4,2.4,24,2625,191,14,0.38,,,,,,,,,1f922d41-837d-480d-8e4a-237304e215ae,632614-643217-656302-3-21-5
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,6,2,2,1,Ball,FF,99.6,90.7,3.27,1.62,-1.66,50,5.9,6.09,6.91,-144.49,-11.31,-10.13,34.86,-8.13,-4.81,11.42,0.15,1.43,111.39,200.15,38.4,2.4,24,2600,189,14,0.38,,,,,,,,,81d3a000-c7c0-4b62-9270-ea3c9f8db424,632614-643217-656302-3-21-6
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,7,3,2,1,Foul,SL,87.9,81.7,3.29,1.49,-1.77,50,6.06,6.11,5.55,-128.05,-3.87,3.39,23.99,-28.94,2.02,1.93,0.68,2.29,91.23,176.88,8.4,7.2,24,2751,67,6,0.43,,,,,,,,,686bb4d7-fe92-4a62-a01b-feaf0462f5ed,632614-643217-656302-3-21-7
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,643217,Andrew Benintendi,L,656302,Dylan Cease,R,Walk,walk,3,bottom,21,8,3,2,1,Ball,FF,98.6,90.6,3.28,1.52,-1.72,50.01,6.17,6.11,3.88,-143.62,-2.95,-8.19,31.08,-13.25,-3.89,9,-0.86,4.31,149.92,122.34,27.6,3.6,24,2458,190,11,0.38,,,,,,,,,198b6ea5-b9ad-4143-b51b-b1ffa4ce7c48,632614-643217-656302-3-21-8
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,467793,Carlos Santana,L,656302,Dylan Cease,R,Strikeout,strikeout,3,bottom,22,1,0,0,0,Foul,KC,81.2,74.3,3.32,1.51,-1.56,50,6.32,6.05,4.04,-118.17,0.21,0.48,25.76,-45.89,0.35,-9.86,0.22,2.14,108.45,181.01,1.2,13.2,24,2771,20,5,0.47,,,,,,,,,a6c1a21d-c797-42dd-995c-f2c5de21ae61,632614-467793-656302-3-22-1
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,467793,Carlos Santana,L,656302,Dylan Cease,R,Strikeout,strikeout,3,bottom,22,2,0,1,1,Ball,KC,81.8,75.1,3.31,1.6,-1.79,50,6.45,6.03,-0.86,-118.99,3.49,6.07,23.81,-47.29,4.25,-10.59,-1.61,3.64,178.19,140.54,7.2,13.2,24,2899,18,11,0.46,,,,,,,,,20919b62-805d-4fa5-9e1e-8cb14763053a,632614-467793-656302-3-22-2
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,467793,Carlos Santana,L,656302,Dylan Cease,R,Strikeout,strikeout,3,bottom,22,3,1,1,1,Ball,FF,98.2,90.2,3.42,1.61,-1.85,50,6.1,5.97,4.11,-143.01,-3.98,-7.44,31.13,-12.11,-3.57,9.63,-0.87,3.94,149.98,132.45,26.4,2.4,24,2646,190,11,0.38,,,,,,,,,df9610d5-f081-4f29-8ef1-6b7dcad82712,632614-467793-656302-3-22-3
2021-09-05,2021,632614,P,R,79,Sunny,"3 mph, L To R",7,KC,CWS,467793,Carlos Santana,L,656302,Dylan Cease,R,Strikeout,strikeout,3,bottom,22,4,2,1,1,Ball,SL,86.8,80.8,3.38,1.64,-1.61,50,6.08,6.1,7.25,-126.35,-3.67,4.77,23.36,-30.88,2.92,0.79,1.67,2.15,53.48,180.69,10.8,8.4,24,2719,72,14,0.43,,,,,,,,,8d60375e-3c56-4ca4-850c-3bbf03e8d36e,632614-467793-656302-3-22-4
